Age_ka_BP,d18O_measurement,XGB_anomaly,BiLSTM_anomaly
0.103147,-8.44,0,0.0
0.103176,-8.83,0,0.0
0.103205,-8.76,0,0.0
0.10323399999999999,-8.68,0,0.0
0.103262,-8.47,0,0.0
0.103291,-8.78,0,0.0
0.103318,-8.56,0,0.0
0.10334600000000001,-8.48,0,0.0
0.103374,-8.73,0,0.0
0.1034,-8.8,0,0.0
0.103427,-8.4,0,0.0
0.10345399999999999,-8.48,0,0.0
0.103482,-8.5,0,0.0
0.103509,-8.18,0,0.0
0.103537,-8.09,0,0.0
0.10356399999999999,-8.23,0,0.0
0.10359099999999999,-8.44,0,0.0
0.103619,-8.02,0,0.0
0.10364799999999999,-8.46,0,0.0
0.103677,-8.52,0,0.0
0.103706,-8.06,0,0.0
0.10373600000000001,-8.65,0,0.0
0.10376600000000001,-8.57,0,0.0
0.103795,-8.76,0,0.0
0.103824,-8.13,0,0.0
0.103852,-8.69,0,0.0
0.103882,-8.12,0,0.0
0.103912,-8.08,0,0.0
0.103941,-8.32,0,0.0
0.10397100000000001,-8.43,0,0.0
0.104,-8.28,0,0.0
0.10403,-8.75,0,0.0
0.104059,-8.45,0,0.0
0.104089,-8.38,0,0.0
0.104119,-8.03,0,0.0
0.104149,-8.58,0,0.0
0.10417900000000001,-8.3,0,0.0
0.10421,-8.38,0,0.0
0.104242,-8.43,0,0.0
0.10427299999999999,-8.4,0,0.0
0.104306,-8.88,0,0.0
0.104339,-9.1,0,0.0
0.104372,-8.66,0,0.0
0.10440600000000001,-8.51,0,0.0
0.10443999999999999,-8.8,0,0.0
0.104474,-8.71,0,0.0
0.10450799999999999,-8.58,0,0.0
0.104541,-8.86,0,0.0
0.104573,-8.71,0,0.0
0.104609,-8.79,0,0.0
0.104645,-8.72,0,0.0
0.10472,-8.12,0,0.0
0.10476,-8.27,0,0.0
0.10489,-8.54,0,0.0
0.104935,-7.46,1,1.0
0.104984,-6.33,1,1.0
0.105033,-6.91,1,0.0
0.105084,-7.6,0,1.0
0.10513800000000001,-7.67,0,0.0
0.105192,-7.81,0,0.0
0.10524599999999999,-7.22,0,0.0
0.105298,-6.82,0,0.0
0.105351,-7.5,0,0.0
0.105402,-7.5,0,0.0
0.10545099999999999,-7.46,0,0.0
0.1055,-7.56,0,0.0
0.105547,-7.46,0,0.0
0.105592,-7.41,0,0.0
0.105637,-7.63,0,0.0
0.10568000000000001,-7.63,0,0.0
0.105722,-7.97,0,0.0
0.105764,-8.25,0,0.0
0.10580500000000001,-7.83,0,0.0
0.10584600000000001,-8.06,0,0.0
0.105887,-7.72,0,0.0
0.105926,-8.07,0,0.0
0.10596599999999999,-8.17,0,0.0
0.106004,-8.06,0,0.0
0.106042,-7.91,0,0.0
0.10608,-7.76,0,0.0
0.10611799999999999,-8.36,0,0.0
0.106156,-8.51,0,0.0
0.106195,-8.2,0,0.0
0.106232,-8.47,0,0.0
0.106267,-8.45,0,0.0
0.106303,-7.31,0,1.0
0.106339,-8.44,0,1.0
0.106376,-8.42,0,0.0
0.106413,-8.47,0,0.0
0.10645,-8.39,0,0.0
0.106485,-8.5,0,0.0
0.106521,-8.5,0,0.0
0.10655500000000001,-8.41,0,0.0
0.10659,-8.68,0,0.0
0.106624,-8.48,0,0.0
0.106658,-8.49,0,0.0
0.106692,-8.34,0,0.0
0.106726,-7.94,0,0.0
0.106761,-8.64,0,0.0
0.106796,-8.96,0,0.0
0.10683,-8.5,0,0.0
0.106864,-8.61,0,0.0
0.10689799999999999,-8.58,0,0.0
0.106932,-8.96,0,0.0
0.106965,-8.44,0,0.0
0.106997,-8.66,0,0.0
0.10703,-8.39,0,0.0
0.107062,-8.55,0,0.0
0.107095,-8.52,0,0.0
0.107128,-8.76,0,0.0
0.10716200000000001,-8.85,0,0.0
0.107195,-8.81,0,0.0
0.107229,-8.3,0,0.0
0.107262,-8.56,0,0.0
0.107295,-8.69,0,0.0
0.107329,-8.43,0,0.0
0.10736499999999999,-8.3,0,0.0
0.10740000000000001,-8.72,0,0.0
0.107433,-8.45,0,0.0
0.10746599999999999,-8.86,0,0.0
0.10749800000000001,-8.6,0,0.0
0.10753,-8.76,0,0.0
0.10756199999999999,-8.75,0,0.0
0.107594,-8.45,0,0.0
0.107626,-8.43,0,0.0
0.107659,-8.71,0,0.0
0.10769100000000001,-8.72,0,0.0
0.107724,-9.02,0,0.0
0.10775799999999999,-8.74,0,0.0
0.10779000000000001,-8.96,0,0.0
0.107822,-8.28,0,0.0
0.107854,-8.6,0,0.0
0.107887,-8.89,0,0.0
0.10792,-8.75,0,0.0
0.10795300000000001,-8.28,0,0.0
0.107984,-8.95,0,0.0
0.108015,-7.86,0,1.0
0.108046,-7.92,0,0.0
0.10807800000000001,-8.02,0,0.0
0.108111,-7.96,0,0.0
0.108144,-6.7,1,1.0
0.108206,-7.93,0,1.0
0.108238,-7.66,0,0.0
0.108304,-6.16,1,1.0
0.108337,-5.39,1,1.0
0.10836799999999999,-5.31,1,0.0
0.108399,-6.13,1,0.0
0.10843000000000001,-6.58,0,1.0
0.108462,-6.62,0,0.0
0.108494,-6.8,0,0.0
0.108526,-6.56,0,0.0
0.108558,-6.68,0,0.0
0.108591,-6.34,0,0.0
0.108624,-7.25,0,1.0
0.108658,-6.56,0,0.0
0.108692,-6.52,0,0.0
0.10872499999999999,-6.35,0,0.0
0.108758,-6.59,0,0.0
0.10879000000000001,-6.27,0,0.0
0.108825,-6.21,0,0.0
0.108859,-6.27,0,0.0
0.108894,-6.56,0,0.0
0.10892700000000001,-6.64,0,0.0
0.10895999999999999,-6.54,0,0.0
0.108992,-6.49,0,0.0
0.10902500000000001,-6.09,0,0.0
0.109057,-6.47,0,0.0
0.10909,-6.63,0,0.0
0.109124,-6.57,0,0.0
0.109159,-6.29,0,0.0
0.109193,-6.67,0,0.0
0.109226,-6.41,0,0.0
0.109259,-6.76,0,0.0
0.109292,-6.69,0,0.0
0.10932599999999999,-6.4,0,0.0
0.109393,-5.94,0,0.0
0.109426,-6.09,0,0.0
0.10945999999999999,-6.14,0,0.0
0.109494,-6.11,0,0.0
0.109529,-6.18,0,0.0
0.10956300000000001,-6.47,0,0.0
0.109597,-6.22,0,0.0
0.10962999999999999,-6.92,0,1.0
0.109664,-6.13,0,0.0
0.109699,-6.12,0,0.0
0.109734,-5.78,0,0.0
0.10976999999999999,-6.31,0,0.0
0.109807,-6.11,0,0.0
0.10984300000000001,-5.88,0,0.0
0.10987999999999999,-6.06,0,0.0
0.109916,-6.22,0,0.0
0.10995300000000001,-6.14,0,0.0
0.109989,-5.9,0,0.0
0.110026,-6.14,0,0.0
0.11006300000000001,-6.16,0,0.0
0.110101,-6.07,0,0.0
0.110139,-5.62,0,0.0
0.11017700000000001,-6.2,0,0.0
0.11021500000000001,-6.05,0,0.0
0.110444,-6.29,0,0.0
0.11052,-6.01,0,0.0
0.11060500000000001,-6.33,0,0.0
0.11069,-6.22,0,0.0
0.110776,-6.08,0,0.0
0.11086499999999999,-6.16,0,0.0
0.110961,-6.03,0,0.0
0.111061,-6.36,0,0.0
0.111165,-6.41,0,0.0
0.111233,-6.24,0,0.0
0.11128,-6.09,0,0.0
0.111307,-6.34,0,0.0
0.111333,-5.95,0,0.0
0.111358,-6.23,0,0.0
0.111381,-6.17,0,0.0
0.111401,-6.08,0,0.0
0.11142,-6.1,0,0.0
0.11144,-5.93,0,0.0
0.111458,-6.15,0,0.0
0.111478,-6.19,0,0.0
0.111496,-5.93,0,0.0
0.111514,-5.5,0,0.0
0.11153199999999999,-5.64,0,0.0
0.11154900000000001,-5.9,0,0.0
0.111566,-5.73,0,0.0
0.11158199999999999,-6.47,0,1.0
0.11159699999999999,-6.12,0,0.0
0.11161199999999999,-5.89,0,0.0
0.111626,-5.98,0,0.0
0.111641,-5.97,0,0.0
0.111656,-6.02,0,0.0
0.111671,-6.53,0,1.0
0.11168600000000001,-6.44,0,0.0
0.111701,-5.67,0,0.0
0.111717,-5.95,0,0.0
0.111732,-5.95,0,0.0
0.111746,-5.8,0,0.0
0.111759,-6.28,0,0.0
0.111774,-6.19,0,0.0
0.111789,-6.16,0,0.0
0.111805,-6.02,0,0.0
0.111819,-5.93,0,0.0
0.111833,-5.86,0,0.0
0.111848,-6.11,0,0.0
0.11186199999999999,-5.99,0,0.0
0.11187699999999999,-5.91,0,0.0
0.11189199999999999,-6.05,0,0.0
0.11190800000000001,-6.11,0,0.0
0.11192300000000001,-5.95,0,0.0
0.111939,-5.89,0,0.0
0.111955,-5.89,0,0.0
0.111971,-5.59,0,0.0
0.11198699999999999,-5.87,0,0.0
0.112004,-5.86,0,0.0
0.11202200000000001,-6.07,0,0.0
0.11203700000000001,-6.05,0,0.0
0.112053,-5.95,0,0.0
0.112069,-5.97,0,0.0
0.112089,-5.83,0,0.0
0.112108,-5.91,0,0.0
0.11212699999999999,-5.93,0,0.0
0.112145,-5.92,0,0.0
0.112163,-6.02,0,0.0
0.112182,-5.56,0,0.0
0.112202,-5.81,0,0.0
0.11222199999999999,-5.85,0,0.0
0.112243,-5.93,0,0.0
0.112264,-5.8,0,0.0
0.11228400000000001,-5.73,0,0.0
0.112305,-5.4,0,0.0
0.112327,-5.73,0,0.0
0.11234999999999999,-5.84,0,0.0
0.112374,-5.95,0,0.0
0.112398,-5.82,0,0.0
0.112428,-5.75,0,0.0
0.112456,-5.84,0,0.0
0.112484,-5.68,0,0.0
0.112512,-5.5,0,0.0
0.11254399999999999,-5.79,0,0.0
0.112576,-5.71,0,0.0
0.112611,-5.6,0,0.0
0.112679,-5.62,0,0.0
0.112744,-5.58,0,0.0
0.112804,-5.62,0,0.0
0.11284699999999999,-5.41,0,0.0
0.112886,-5.26,0,0.0
0.112923,-5.55,0,0.0
0.11295999999999999,-5.48,0,0.0
0.11299200000000001,-5.67,0,0.0
0.113024,-5.56,0,0.0
0.113055,-5.62,0,0.0
0.113084,-5.65,0,0.0
0.113111,-5.72,0,0.0
0.113138,-5.42,0,0.0
0.113165,-5.69,0,0.0
0.11319199999999999,-5.5,0,0.0
0.113219,-5.71,0,0.0
0.113245,-5.64,0,0.0
0.113271,-5.65,0,0.0
0.11329600000000001,-5.53,0,0.0
0.113319,-5.69,0,0.0
0.113343,-5.4,0,0.0
0.113368,-5.58,0,0.0
0.11339199999999999,-5.46,0,0.0
0.113417,-5.23,0,0.0
0.11344199999999999,-5.34,0,0.0
0.113468,-5.51,0,0.0
0.11351699999999999,-5.25,0,0.0
0.113542,-5.51,0,0.0
0.113568,-5.56,0,0.0
0.113593,-5.42,0,0.0
0.113618,-5.13,0,0.0
0.113643,-5.22,0,0.0
0.113666,-5.6,0,0.0
0.113691,-5.42,0,0.0
0.113718,-5.54,0,0.0
0.113744,-5.42,0,0.0
