site_name,Age_ka_BP,d18O_measurement,XGB_anomaly_95
Buraca Gloriosa,73.17241396,-2.715,0
Buraca Gloriosa,73.22264557999999,-2.651,0
Buraca Gloriosa,73.26883165999999,-2.56,0
Buraca Gloriosa,73.34366609,-2.807,0
Buraca Gloriosa,73.44443559999999,-2.665,0
Buraca Gloriosa,73.56622804,-3.238,0
Buraca Gloriosa,73.67960626,-2.754,0
Buraca Gloriosa,73.80838509,-2.888,0
Buraca Gloriosa,73.92031028999999,-3.452,0
Hölloch im Mahdtal,72.84486418,-10.3178497211,0
Hölloch im Mahdtal,72.85996938,-10.1554266866,0
Hölloch im Mahdtal,72.87507457,-10.0562285628,0
Hölloch im Mahdtal,72.89160731000001,-10.0530185394,0
Hölloch im Mahdtal,72.90528495,-10.1261119744,0
Hölloch im Mahdtal,72.92039014000001,-10.1024440633,0
Hölloch im Mahdtal,72.93524515,-9.89658823991,0
Hölloch im Mahdtal,72.94895626,-9.75809320241,0
Hölloch im Mahdtal,72.96266736999999,-9.90681835886,0
Hölloch im Mahdtal,72.97637848,-10.0245114303,0
Hölloch im Mahdtal,72.9931885,-10.0454183798,0
Hölloch im Mahdtal,73.01102129,-10.0180959829,0
Hölloch im Mahdtal,73.02709303,-9.98091532918,0
Hölloch im Mahdtal,73.04327977,-9.94660443299,0
Hölloch im Mahdtal,73.05950988,-10.0010606445,0
Hölloch im Mahdtal,73.07421031,-10.0289794798,0
Hölloch im Mahdtal,73.08891074,-9.96999889196,0
Hölloch im Mahdtal,73.10361116,-10.0115852798,0
Hölloch im Mahdtal,73.11831158999999,-9.80483759646,0
Hölloch im Mahdtal,73.13301202,-9.93462400086,0
Hölloch im Mahdtal,73.14771244,-10.0175700697,0
Hölloch im Mahdtal,73.16420996,-10.1536626138,0
Hölloch im Mahdtal,73.18038372,-10.1908930662,0
Hölloch im Mahdtal,73.19514435,-9.92760319156,0
Hölloch im Mahdtal,73.21144681,-9.77123659662,0
Hölloch im Mahdtal,73.22571558,-9.99001016905,0
Hölloch im Mahdtal,73.24004756000001,-9.85494195991,0
Hölloch im Mahdtal,73.2569306,-10.2548127069,0
Hölloch im Mahdtal,73.26930536,-10.1432490688,0
Hölloch im Mahdtal,73.28897074999999,-10.17531475,0
Hölloch im Mahdtal,73.30517515,-10.1880983044,0
Hölloch im Mahdtal,73.31959739,-10.0966259317,0
Hölloch im Mahdtal,73.33670873,-10.0020762752,0
Hölloch im Mahdtal,73.3537782,-10.0598393012,0
Hölloch im Mahdtal,73.3691909,-10.2175223521,1
Hölloch im Mahdtal,73.38600647999999,-10.2922708899,1
Hölloch im Mahdtal,73.40201356,-10.3388307611,1
Hölloch im Mahdtal,73.42000474999999,-10.4600162038,1
Hölloch im Mahdtal,73.43221725000001,-10.4354012304,1
Hölloch im Mahdtal,73.44898533,-10.3657551762,1
Hölloch im Mahdtal,73.46274263,-10.0775168274,0
Hölloch im Mahdtal,73.47775867,-10.0335458837,0
Hölloch im Mahdtal,73.49402986,-9.90150224207,0
Hölloch im Mahdtal,73.50859031,-10.1359689604,0
Hölloch im Mahdtal,73.5251298,-10.3836426415,1
Hölloch im Mahdtal,73.54354753,-10.3119790111,1
Hölloch im Mahdtal,73.55499598,-9.98471831621,0
Hölloch im Mahdtal,73.57275924,-10.1321062449,0
Hölloch im Mahdtal,73.59026867,-10.2947637575,1
Hölloch im Mahdtal,73.60722965,-10.1998254536,1
Hölloch im Mahdtal,73.62109517,-10.3071038277,1
Hölloch im Mahdtal,73.63535295,-10.344301103,1
Hölloch im Mahdtal,73.6540846,-10.6199111637,1
Hölloch im Mahdtal,73.67277446,-10.6065860983,1
Hölloch im Mahdtal,73.68873668,-10.3019132746,1
Hölloch im Mahdtal,73.70583035,-10.5627159601,1
Hölloch im Mahdtal,73.71833930999999,-10.2291185341,1
Hölloch im Mahdtal,73.73547070999999,-10.2021916052,0
Hölloch im Mahdtal,73.75214202,-10.3299949104,1
Hölloch im Mahdtal,73.76936803,-10.3525099704,1
Hölloch im Mahdtal,73.78570108,-10.4809579041,1
Hölloch im Mahdtal,73.80496862,-10.3194741328,1
Hölloch im Mahdtal,73.81902762,-10.1838082145,0
Hölloch im Mahdtal,73.83507134999999,-10.0251774886,0
Hölloch im Mahdtal,73.85254711,-9.81657257971,0
Hölloch im Mahdtal,73.86323802999999,-9.74921854133,0
Hölloch im Mahdtal,73.87692097,-9.89593671772,0
Hölloch im Mahdtal,73.89134409,-10.0092768165,0
Hölloch im Mahdtal,73.90598023,-9.78015436455,0
Hölloch im Mahdtal,73.9176882,-9.85459719578,0
Hölloch im Mahdtal,73.93094957,-9.88254193145,0
Hölloch im Mahdtal,73.94724359,-9.86734818567,0
Hölloch im Mahdtal,73.96015571000001,-9.82629770348,0
Hölloch im Mahdtal,73.96439784,-10.0648865372,0
Hölloch im Mahdtal,73.96820921,-10.2791862179,0
Hölloch im Mahdtal,73.97202055,-10.1088815533,0
Hölloch im Mahdtal,73.97499610999999,-9.80445723195,0
Hölloch im Mahdtal,73.98130399,-9.95628263746,0
Hölloch im Mahdtal,73.98638411,-10.1661543951,0
Hölloch im Mahdtal,73.99060476,-9.84274019662,0
Hölloch im Mahdtal,73.99437921,-9.92678061373,0
Hölloch im Mahdtal,73.9992965,-9.91901771646,0
Hollywood cave,72.18613284,-4.22,0
Hollywood cave,72.37815882,-3.18,0
Hollywood cave,72.6111213,-3.31,0
Hollywood cave,72.80174253,-3.45,0
Hollywood cave,73.04699678,-3.41,0
Hollywood cave,73.23000271,-3.16,0
Hollywood cave,73.45320475,-3.09,0
Hollywood cave,73.64201144,-3.37,0
Hollywood cave,73.87264942,-3.11,0
Ruakuri cave,72.49507347000001,-3.68,0
Ruakuri cave,72.50966801999999,-3.65,0
Ruakuri cave,72.52974133999999,-3.33,0
Ruakuri cave,72.54348900000001,-3.95,0
Ruakuri cave,72.56065229,-4.12,0
Ruakuri cave,72.57494493,-3.91,0
Ruakuri cave,72.59551653999999,-3.68,0
Ruakuri cave,72.60559049,-3.36,0
Ruakuri cave,72.62950642,-3.73,0
Ruakuri cave,72.64203835,-3.77,0
Ruakuri cave,72.66557475,-3.84,0
Ruakuri cave,72.68441652,-4.04,0
Ruakuri cave,72.70504256,-3.73,0
Ruakuri cave,72.71925427999999,-4.08,0
Ruakuri cave,72.73370054,-3.6,0
Ruakuri cave,72.75447878,-4.45,0
Ruakuri cave,72.77708711,-4.02,0
Ruakuri cave,72.79573438,-3.79,0
Ruakuri cave,72.81135099000001,-4.16,0
Ruakuri cave,72.82894301,-3.75,0
Ruakuri cave,72.84747096000001,-3.43,0
Ruakuri cave,72.86453334,-3.83,0
Ruakuri cave,72.88453201,-3.9,0
Ruakuri cave,72.90355176,-3.89,0
Ruakuri cave,72.92384866,-4.51,0
Ruakuri cave,72.94020754,-3.65,0
Ruakuri cave,72.96424255,-3.94,0
Ruakuri cave,72.9815255,-4.28,0
Ruakuri cave,73.00200143,-4.06,0
Ruakuri cave,73.02227264,-4.18,0
Ruakuri cave,73.04167410000001,-4.08,0
Ruakuri cave,73.06153763,-4.01,0
Ruakuri cave,73.08756931,-4.06,0
Ruakuri cave,73.1028623,-4.09,0
Ruakuri cave,73.11895987999999,-4.02,0
Ruakuri cave,73.14009535000001,-4.21,0
Ruakuri cave,73.16553513000001,-4.16,0
Ruakuri cave,73.18488173,-4.65,0
Ruakuri cave,73.20723336,-4.17,0
Ruakuri cave,73.22555530999999,-4.27,0
Ruakuri cave,73.25157435,-4.38,0
Ruakuri cave,73.26965092,-3.85,0
Ruakuri cave,73.28868233,-4.1,0
Ruakuri cave,73.30400793000001,-4.18,0
Ruakuri cave,73.32352916,-4.93,0
Ruakuri cave,73.34016838000001,-4.37,0
Ruakuri cave,73.36457735,-4.5,0
Ruakuri cave,73.379873,-4.33,0
Ruakuri cave,73.39441545,-4.48,0
Ruakuri cave,73.41689498,-4.46,0
Ruakuri cave,73.44167921,-4.57,0
Ruakuri cave,73.45952235,-3.97,0
Ruakuri cave,73.48185456,-4.07,0
Ruakuri cave,73.50359497999999,-4.54,0
Ruakuri cave,73.53752777,-4.26,0
Ruakuri cave,73.55886693000001,-4.15,0
Ruakuri cave,73.58741683,-4.15,0
Ruakuri cave,73.60923441,-4.11,0
Ruakuri cave,73.64414464,-4.16,0
Ruakuri cave,73.66831361,-4.3,0
Ruakuri cave,73.69665063000001,-3.91,0
Ruakuri cave,73.72038947,-3.63,0
Ruakuri cave,73.74558267,-3.69,0
Ruakuri cave,73.76394406,-4.08,0
Ruakuri cave,73.78842226,-4.06,0
Ruakuri cave,73.80355737,-4.09,0
Ruakuri cave,73.83338041,-4.12,0
Ruakuri cave,73.85575853,-4.09,0
Ruakuri cave,73.87886818000001,-4.26,0
Ruakuri cave,73.89961878,-4.72,0
Ruakuri cave,73.93097464,-4.07,0
Ruakuri cave,73.95293339999999,-4.38,0
Ruakuri cave,73.97702118,-3.88,0
Ruakuri cave,73.99979436,-4.05,0
Cueva Victoria,72.0283478974405,-4.41822682244218,0
Cueva Victoria,72.1915610665243,-4.22219103821504,0
Cueva Victoria,72.3484544547423,-4.12119898533585,0
Cueva Victoria,72.50371781134909,-3.74355103174121,0
Cueva Victoria,72.65637341974039,-3.45551463871329,1
Cueva Victoria,72.8025305825667,-3.38790636828473,1
Cueva Victoria,72.9503499776327,-3.2487113643595,1
Cueva Victoria,73.0369615004967,-3.64723507392721,1
Cueva Victoria,73.12956117301991,-3.54971767649247,1
Cueva Victoria,73.2237612681086,-3.83585859821144,1
Cueva Victoria,73.3139010461547,-3.94758834004051,0
Cueva Victoria,73.43161337854589,-4.46522364140603,0
Cueva Victoria,73.52908362236471,-4.84208500781148,0
Cueva Victoria,73.65078499828371,-4.99038318398395,0
Cueva Victoria,73.7694571500238,-4.92384088707404,0
Cueva Victoria,73.8836193244395,-4.80459172967854,0
Cueva Victoria,72.02000745025799,-4.72775237692269,0
Cueva Victoria,72.3282381451185,-4.46306648320745,0
Cueva Victoria,72.4594361237168,-4.5190530185272,0
Cueva Victoria,72.5803208528524,-4.44304073188447,0
Cueva Victoria,72.7095708082731,-4.60558935994304,0
Cueva Victoria,72.8340656136582,-4.87663104759738,0
Cueva Victoria,73.09669954958329,-4.69989903795718,0
Cueva Victoria,73.2296904756127,-4.56214276432472,0
Cueva Victoria,73.3551201377453,-4.49352786278974,0
Cueva Victoria,73.474780040698,-4.9026932316997,0
Cueva Victoria,73.5917826594448,-4.99609036473057,0
Cueva Victoria,73.7100530032714,-4.61049694752076,0
Cueva Victoria,73.6664933464924,-3.01551825230592,0
Ejulve cave,73.9557959200937,-7.28512742830172,0
Ejulve cave,73.9073903683926,-7.29272359176438,0
Ejulve cave,73.86302980928771,-7.37800567867338,0
Ejulve cave,73.8155031271427,-7.50239509488059,0
Ejulve cave,73.7698431544259,-7.37838635448673,0
Ejulve cave,73.71943943870019,-7.45239511245688,0
Ejulve cave,73.66947087795319,-7.05177109870897,0
Ejulve cave,73.6218602389969,-6.84365847064047,0
Ejulve cave,73.5720340428419,-6.81436373973913,0
Ejulve cave,73.5236756992703,-6.78250378396752,0
Ejulve cave,73.4768411242294,-6.94033835505198,0
Ejulve cave,73.427842282738,-7.16984441700117,0
Ejulve cave,73.3797599146717,-6.79798173572591,0
Ejulve cave,73.3263071647853,-6.85828977028662,0
Ejulve cave,73.2730609322156,-6.76854808425882,0
Ejulve cave,73.2226127797174,-6.8109263092356,0
Ejulve cave,73.1721903475758,-6.7761449125364,0
Ejulve cave,73.1257971395738,-6.90680507388935,0
Ejulve cave,73.0811870340973,-6.7870675361217,0
Ejulve cave,73.02921482416859,-6.86828876515494,0
Ejulve cave,72.97934306567089,-7.03181910711962,0
Ejulve cave,72.9307603550279,-7.039785504466,0
Ejulve cave,72.8838235767484,-7.0220418432062,0
Ejulve cave,72.8329858556737,-7.03184910909148,0
Ejulve cave,72.78686689972669,-7.07640322736467,0
Ejulve cave,72.7376151791468,-7.13911373250885,0
Ejulve cave,72.68506915824,-7.21954858235679,0
Ejulve cave,72.64104426513201,-7.2911823296162,0
Ejulve cave,72.58997921084509,-7.3482609106871,0
Ejulve cave,72.5390300797407,-7.39287019688997,0
Ejulve cave,72.49022878120721,-7.37287536478636,0
Ejulve cave,72.4373293830765,-7.33965680515678,0
Ejulve cave,72.38810321684849,-7.16811455934557,0
Ejulve cave,72.3366137098473,-7.06909130193689,0
Ejulve cave,72.2848764294173,-6.84769402079651,0
Ejulve cave,72.23446206605131,-6.83685600068021,0
Ejulve cave,72.18091530352561,-7.28667882326782,0
Ejulve cave,72.135459127369,-7.49194705959006,0
Cueva Rosa,72.72292943879039,-3.64,0
Efflux cave,73.911070043265,-4.774,0
Efflux cave,73.9207505207021,-5.0585,0
Efflux cave,73.9347213958596,-5.09575,0
Efflux cave,73.9483238461293,-5.23275,0
Efflux cave,73.9630588412888,-5.306,0
Efflux cave,73.97655621610751,-5.1725,0
Efflux cave,72.0092127567016,-5.01666666666667,0
Efflux cave,72.0501587084171,-5.12,0
Efflux cave,72.1091929742496,-5.05066666666667,0
Efflux cave,72.1689336218625,-5.16866666666667,0
Efflux cave,72.23232849236,-5.22066666666667,0
Efflux cave,72.2847605685068,-5.33541666666667,0
Efflux cave,72.3292065802264,-5.29641666666667,0
Efflux cave,72.3732731549361,-5.3195,0
Efflux cave,72.41688027105481,-5.29266666666667,0
Efflux cave,72.48589496302151,-5.26491666666667,0
Efflux cave,72.5611136391037,-5.19083333333333,0
Efflux cave,72.636899622241,-5.18266666666667,0
Efflux cave,72.8240190193267,-5.40441666666667,0
Efflux cave,73.0244597018058,-5.08941666666667,0
Efflux cave,73.2211134334118,-5.12616666666667,0
Efflux cave,73.6187963535648,-5.42116666666667,0
Efflux cave,73.75478569785349,-5.13594642857143,0
Efflux cave,73.8919908759869,-5.2,0
Herolds Bay cave,73.7174536766168,-2.79,0
Herolds Bay cave,72.06270200547469,-2.02953636363636,0
Herolds Bay cave,73.0024274284399,-2.25953636363636,0
Herolds Bay cave,73.9477492714252,-2.41470303030303,0
Herolds Bay cave,72.6646035945228,-2.47003636363636,0
Herolds Bay cave,72.99839964901379,-2.61420303030303,0
Herolds Bay cave,73.162850244682,-2.66203636363636,0
Herolds Bay cave,73.3426944398698,-2.42503636363636,0
Herolds Bay cave,73.84429294323509,-2.86153636363636,0
Herolds Bay cave,73.992251064361,-2.61713636363636,0
La Vallina,73.0354036368724,-3.62846698113207,0
La Vallina,73.3362338877178,-4.72610849056604,0
La Vallina,73.6387496493332,-3.64375,0
La Vallina,73.9520861909301,-3.51139150943396,0
Pir Ghar cave,72.1331601612267,-7.456,0
Pir Ghar cave,72.35695821583259,-7.389,0
Pir Ghar cave,72.5730490723715,-6.303,1
Pir Ghar cave,72.7934386945774,-7.435,1
Pir Ghar cave,73.01224806285269,-7.332,0
Pir Ghar cave,73.242661934982,-7.613,0
Pir Ghar cave,73.4567997375391,-8.163,0
Pir Ghar cave,73.6789925732187,-8.034,0
Pir Ghar cave,73.896346932181,-7.948,0
Pozzo Cucù cave,72.0056677204596,-4.02,0
Pozzo Cucù cave,72.0305496538802,-4.05,0
Pozzo Cucù cave,72.0551843214913,-4.04,0
Pozzo Cucù cave,72.07960296992759,-3.93,0
Pozzo Cucù cave,72.1032810908364,-3.9,0
Pozzo Cucù cave,72.1288128146363,-3.94,0
Pozzo Cucù cave,72.1548023743738,-3.87,0
Pozzo Cucù cave,72.1800096272532,-3.79,0
Pozzo Cucù cave,72.2055281373896,-3.95,0
Pozzo Cucù cave,72.23058672534701,-4.13,0
Pozzo Cucù cave,72.2545410339158,-4.27,0
Pozzo Cucù cave,72.27912513021971,-4.26,0
Pozzo Cucù cave,72.30495138100709,-4.25,0
Pozzo Cucù cave,72.33183209986689,-4.36,0
Pozzo Cucù cave,72.35841228296789,-4.35,0
Pozzo Cucù cave,72.3823649598456,-4.31,0
Pozzo Cucù cave,72.4091310935928,-4.37,0
Pozzo Cucù cave,72.43410317572639,-4.43,0
Pozzo Cucù cave,72.4602760369302,-4.49,0
Pozzo Cucù cave,72.48644679755341,-4.46,0
Pozzo Cucù cave,72.5114806148472,-4.62,0
Pozzo Cucù cave,72.53732304391,-4.65,0
Pozzo Cucù cave,72.5627822297903,-4.62,0
Pozzo Cucù cave,72.5890892655714,-4.67,0
Pozzo Cucù cave,72.6150140676134,-4.71,0
Pozzo Cucù cave,72.6407739226016,-4.76,0
Pozzo Cucù cave,72.6678030590298,-4.69,0
Pozzo Cucù cave,72.6952991404779,-4.71,0
Pozzo Cucù cave,72.7196629168354,-4.69,0
Pozzo Cucù cave,72.744257430563,-4.83,0
Pozzo Cucù cave,72.7697683510027,-5.18,0
Pozzo Cucù cave,72.7944283129838,-5.22,0
Pozzo Cucù cave,72.81808707360709,-5.35,0
Pozzo Cucù cave,72.8447628766408,-5.41,0
Pozzo Cucù cave,72.8691257783226,-5.43,0
Pozzo Cucù cave,72.8965470767131,-5.44,0
Pozzo Cucù cave,72.9206643917465,-5.6,0
Pozzo Cucù cave,72.9458448120636,-5.57,0
Pozzo Cucù cave,72.9706034678882,-5.64,0
Pozzo Cucù cave,72.9955599368065,-5.84,0
Pozzo Cucù cave,73.02199794606031,-5.49,0
Pozzo Cucù cave,73.0474330378196,-5.35,0
Pozzo Cucù cave,73.07239051335381,-5.37,0
Pozzo Cucù cave,73.0977230311674,-5.26,0
Pozzo Cucù cave,73.1223054366147,-5.23,0
Pozzo Cucù cave,73.1512518591941,-5.09,0
Pozzo Cucù cave,73.1763843991701,-5.4,0
Pozzo Cucù cave,73.20037209498659,-5.46,0
Pozzo Cucù cave,73.215665718997,-5.61,0
Pozzo Cucù cave,73.23350266668379,-5.8,0
Pozzo Cucù cave,73.2491332464341,-5.89,0
Pozzo Cucù cave,73.26484201570089,-5.93,0
Pozzo Cucù cave,73.2761900394152,-5.87,0
Pozzo Cucù cave,73.28906021811609,-5.81,0
Pozzo Cucù cave,73.30813712287011,-5.86,0
Pozzo Cucù cave,73.32516860202651,-5.81,0
Pozzo Cucù cave,73.3419596541069,-5.65,0
Pozzo Cucù cave,73.3569393342806,-5.68,0
Pozzo Cucù cave,73.3732156270737,-5.88,0
Pozzo Cucù cave,73.38960268372931,-5.56,0
Pozzo Cucù cave,73.40587293877459,-5.53,0
Pozzo Cucù cave,73.4205163839122,-5.57,0
Pozzo Cucù cave,73.43846602818729,-5.28,0
Pozzo Cucù cave,73.4568255541818,-4.93,0
Pozzo Cucù cave,73.4740390973373,-4.85,0
Pozzo Cucù cave,73.4932791052599,-5.95,0
Pozzo Cucù cave,73.50942682255449,-5.73,0
Pozzo Cucù cave,73.5256221082885,-5.6,0
Pozzo Cucù cave,73.5388493685981,-5.81,0
Pozzo Cucù cave,73.5550992760691,-5.72,0
Pozzo Cucù cave,73.571769671581,-5.87,0
Pozzo Cucù cave,73.5871282224046,-6.0,0
Pozzo Cucù cave,73.6006887790828,-5.96,0
Pozzo Cucù cave,73.6155494637357,-5.98,0
Pozzo Cucù cave,73.6270540322087,-6.0,0
Pozzo Cucù cave,73.6426040697883,-5.96,0
Pozzo Cucù cave,73.65516938543671,-6.13,0
Pozzo Cucù cave,73.6703044298163,-6.01,0
Pozzo Cucù cave,73.6853287610387,-6.055,0
Pozzo Cucù cave,73.7009469285247,-6.1,0
Pozzo Cucù cave,73.71583895833659,-6.02,0
Pozzo Cucù cave,73.72979286043619,-6.08,0
Pozzo Cucù cave,73.7439672279846,-5.92,0
Pozzo Cucù cave,73.7582721565494,-6.08,0
Pozzo Cucù cave,73.7722503556371,-5.985,0
Pozzo Cucù cave,73.7870661166928,-5.89,0
Pozzo Cucù cave,73.8036048260699,-5.93,0
Pozzo Cucù cave,73.8186950958594,-6.02,0
Pozzo Cucù cave,73.83272978699169,-5.66,0
Pozzo Cucù cave,73.8509539244527,-5.61,0
Pozzo Cucù cave,73.8658334198131,-5.82,0
Pozzo Cucù cave,73.879982291998,-5.73,0
Pozzo Cucù cave,73.89402160965851,-5.78,0
Pozzo Cucù cave,73.91162340991211,-5.81,0
Pozzo Cucù cave,73.92968780373329,-5.84,0
Pozzo Cucù cave,73.9464076398367,-5.63,0
Pozzo Cucù cave,73.9645087774608,-5.56,0
Pozzo Cucù cave,73.9847411428041,-5.59,0
Pot au Feu,72.5478098374547,-6.40941666666667,0
Pot au Feu,73.5789258757553,-6.43441666666667,0
