d18O_measurement,d13C_measurement,Mg_Ca_measurement,Sr_Ca_measurement,year
-0.1097033179135926,-0.09846313551976187,0.20161265034521736,0.07014727107976837,-10000.0
-0.0399729342346745,0.9839261423955373,0.22930504375206107,-0.05168107635425151,-9996.110967072855
-0.012592973784673372,-0.08272625837717298,0.11226881323620812,0.030399095451394076,-9992.22193414571
-0.14596023113959344,-0.31159522849691274,0.08788270455943506,0.01578148050532907,-9988.332901218564
-0.027311540102998192,-0.2642044850141444,-0.022742583214436757,-0.040837377292400834,-9984.443868291419
-0.001898205085531915,-0.05958557510436926,0.37603622789579516,0.04102960065408284,-9980.554835364273
-0.35380865660892746,-0.2540397469253446,0.02653833736517415,-0.048854225449387834,-9976.665802437128
-0.04353739915967991,-0.01074909713026967,0.06225784777337959,0.023892030670751352,-9972.776769509981
-0.29789159068225923,-0.7023987092564927,0.15430905190718824,-0.06901986034595414,-9968.887736582836
0.10796693987910605,0.05691956012488691,0.0707011224273075,-0.029092846863680855,-9964.99870365569
-0.06448298703082753,-0.023696977582470524,0.15715377986524456,0.007872804644377451,-9961.109670728545
-0.10116785365194386,-0.36523658542123116,0.0887091780403642,-0.05481370239460798,-9957.2206378014
-0.08634784832858343,-0.12143063533533044,0.13140620219141094,-0.0002858098524662622,-9953.331604874254
-0.06141931428893353,0.25733019439585686,0.10508844651381635,0.0011967323276093345,-9949.44257194711
-0.011724223235871002,0.022879707626178594,0.13591158682087623,0.014194240572137973,-9945.553539019964
-0.053817384982060734,0.23450808487799651,0.23051030032133657,-0.010711219811311262,-9941.664506092819
0.014652351248283901,-0.09051090563844795,0.24212970690164246,-0.018981748806601473,-9937.775473165673
-0.08963495412817345,-0.05409406780103505,0.23185009699079745,0.05746539732381584,-9933.886440238528
-0.0591613906861329,-0.13398225911228934,0.024479871940988496,-0.013289422762990222,-9929.997407311383
-0.00046813865095523405,-0.04372810483180101,0.2273928942437619,0.005431204221755026,-9926.108374384237
-0.19838793544240302,-0.8838713435006078,0.01435902297706819,0.049596227544852656,-9922.21934145709
-0.26153174251809225,-0.3563243230748662,0.0405440458343482,-0.052984315736928134,-9918.330308529945
-0.12521330314223955,-0.40051175328924415,0.21292555384388845,-0.028304490396476534,-9914.4412756028
-0.029589103693361637,-0.18117470670985575,0.04389185692297942,-0.05994463929063931,-9910.552242675654
-0.19117455451045712,-0.011969956023385575,0.6766619959451198,-0.035044737090870914,-9906.663209748509
-0.023105688305977624,-0.04513574371195961,0.06242450712567247,-0.010254709268088302,-9902.774176821364
0.003846686333226837,0.04675432337058387,0.0862829513621634,0.14373653101908926,-9898.885143894218
0.07805246821837943,-0.1457460687358217,-0.04932721165888973,-0.019410336229545078,-9894.996110967073
-0.027337675996388894,-0.144402645490068,-0.139971943476202,-0.022830642913532928,-9891.107078039928
0.016948198633005923,-0.24905275725984014,-0.0543620631025272,0.04219385551788976,-9887.218045112782
-0.13040160971722597,0.1101552786736883,0.0455167742613532,0.10076605652858547,-9883.329012185637
-0.017707844823479705,-0.38152402330592805,-0.0016897879630401458,0.10253328177110724,-9879.439979258492
-0.013898316452322427,-0.11315319162987991,0.032400452385732484,-0.01362923629689694,-9875.550946331346
-0.12413439715326287,0.1564114646258196,0.01096948165912235,-0.003314631440692245,-9871.6619134042
-0.061537857003451144,-0.08581016411300771,-0.046963603397946,0.031466665561648316,-9867.772880477054
0.06780217577062621,0.06583713740922441,-0.013875200329735826,0.11452618732023165,-9863.883847549909
0.005325226731293049,-0.1190051748555221,0.11602679410825456,0.02483210772833158,-9859.994814622763
-0.021485373459833625,-0.1487716117541298,-0.19046698387000002,-0.0035070476532039763,-9856.105781695618
-0.18308873765357397,-0.23098410975258077,0.5602605260986722,-0.023501883154022962,-9852.216748768473
-0.20502981590476155,-0.3695105929453173,-0.008052534110799675,-0.021025579264419947,-9848.327715841328
-0.10372918359199247,0.1318193847541995,-0.2296938647631922,0.05245343463968949,-9844.438682914182
-0.03160247453492218,-0.4435241320037145,0.08633131616680666,-0.0010831913913844637,-9840.549649987037
-0.09298686331912556,-0.1307016612374168,-0.00609690548071657,-0.032037491671456864,-9836.660617059892
-0.06143522963936192,-0.24724223358834096,0.02191015552180607,-0.005321493161214941,-9832.771584132746
-0.08282250702858276,-0.3014824739369559,0.0908428410741525,-0.023072302001927947,-9828.882551205601
-0.13618011803381916,0.3347726268925828,0.026381465686446247,-0.004074661070010255,-9824.993518278454
-0.004677071263630931,-0.0496598722342419,0.012237640658719795,0.12856598219971563,-9821.104485351309
0.0757695698128528,-0.025992355012517704,-0.058557219666823035,0.07020954467298643,-9817.215452424163
-0.16696552931047187,-0.07677381624130011,0.35390036388697044,0.005487383443114169,-9813.326419497018
-0.031595539481818126,0.05955737179748788,0.08585314020166672,-0.03723855962981537,-9809.437386569873
0.4092343943952616,0.3825448966634145,0.0775984905603479,-0.1032080675409558,-9805.548353642727
0.315014183767366,0.6249537938724068,-0.040991003763430095,0.04316589265308507,-9801.659320715582
0.36275819646453017,0.4737042115313414,0.6219986856390389,-0.07525165930827532,-9797.770287788437
0.20236422863604236,0.0027972694823111544,-0.0995638160623255,-0.11908025284614698,-9793.881254861291
0.251989170954168,0.2191815752256741,-0.1129563282092759,-0.07444895158513848,-9789.992221934146
0.275704142121359,-0.07591591027954642,-0.061112656434978346,0.07579077876056012,-9786.103189007
0.16987829875904092,-0.03259612797447054,-0.19795552629463303,-0.04556838288897447,-9782.214156079855
0.2010211471385554,0.18573092349827236,-0.09453795837193732,-0.025393590167171465,-9778.32512315271
0.1648841401354168,0.31626295760768874,-0.04467767777572945,-0.09801449185420197,-9774.436090225563
0.0601283544962716,0.06572046084659813,-0.21121591026223285,0.007166723961141819,-9770.547057298418
0.05185667841868047,0.052191170167186406,0.11088065918268147,0.028223902383089694,-9766.658024371272
0.2735766276995935,0.26633402184213234,0.004240749740164709,-0.032616640003630404,-9762.768991444127
0.15525742909759993,0.11575151269661782,0.21787441852686704,0.013998487304012375,-9758.879958516982
-0.059975589822125364,-0.04048316289372475,-0.12745478482876643,-0.0843701731354059,-9754.990925589836
-0.004108117181666843,0.07059960789757674,-0.0038524547086418726,0.017582462990202163,-9751.101892662691
-0.05167391611918305,0.4674485644904848,-0.19161683530915652,-0.014632994311342962,-9747.212859735546
-0.044615093552780524,-0.09475906595352815,-0.05507508956592341,0.020511806507906793,-9743.3238268084
-0.18108924743623778,-0.003542934914972956,-0.2019313223269033,-0.0542092109897111,-9739.434793881255
-0.058056232084351775,0.057394191696684804,-0.21797933061501307,-0.052824112603217566,-9735.54576095411
0.10121904197572243,0.1432440786631448,-0.13010686386424744,-0.06281727292309103,-9731.656728026965
0.02718839331482359,0.04226426822459128,-0.13466040027762793,-0.07622808159647221,-9727.76769509982
-0.15046996025248938,0.0792823458755835,-0.19367504224790416,-0.05008357936607055,-9723.878662172672
-0.06669396480160647,-0.06596163157374582,-0.2365637953487718,-0.11691309844860964,-9719.989629245527
-0.10811861766328032,-0.04852077373317304,-0.23026726278184956,-0.11194510539082869,-9716.100596318382
-0.010968224952166108,0.038904033055728454,-0.2940964643871216,-0.10337046125906246,-9712.211563391236
-0.09970099977293392,-0.03482190970491944,-0.221636458111589,-0.15032327576519905,-9708.322530464091
-0.08365629310285305,-0.09538839493698953,-0.20250074121836292,-0.02266366335565173,-9704.433497536946
0.009584955220358293,0.235337404791699,-0.15012321961075148,-0.12703098363847698,-9700.5444646098
-0.04091301559681264,-0.008775907869389615,-0.2978755878810787,-0.10313398474965224,-9696.655431682655
-0.05007842027746709,-0.09655507662190704,-0.24610864148257616,-0.012210725543482404,-9692.76639875551
-0.1715186196433877,-0.16555496112507728,-0.2062041604024042,-0.10864433224423858,-9688.877365828364
-0.1586860473342381,0.01928442264892491,-0.18573731773148605,-0.10827030740041321,-9684.98833290122
-0.170217964735342,-0.09378052851183874,-0.28633877190733226,-0.11334534294639381,-9681.099299974074
-0.20243769259241629,0.16377011305495626,-0.2459969937899667,-0.0977059015875395,-9677.210267046928
-0.23199158535391218,-0.4394320580097475,-0.21055995436428931,-0.06846351656942207,-9673.321234119781
-0.10399326382383624,-0.07393925941576884,-0.2216184603812817,-0.10513291914887068,-9669.432201192636
-0.016597386841553846,0.15678196875884343,-0.21167892410376554,-0.1018247614113797,-9665.54316826549
0.09698772099244049,0.2356306851285464,-0.349175310027849,-0.053824589710543214,-9661.654135338345
0.09507089565572374,0.3507684414097308,0.012147593864082734,-0.04102020561181374,-9657.7651024112
-0.016299385894521456,0.2472037944274747,-0.18681913487771967,-0.09361370141118891,-9653.876069484055
-0.03290496002239003,0.24656002781873404,-0.09776617594111642,-0.12353781987139328,-9649.98703655691
0.06433992733159463,0.2735601577692457,-0.19189496839590786,-0.06324916394219482,-9646.098003629764
0.02051632632607453,0.29668656062110965,-0.14500796554651774,-0.04583365463548916,-9642.208970702619
-0.10751009946747024,0.16789661893836585,-0.18729013183051885,-0.10301958071435358,-9638.319937775474
-0.006304956406857715,0.16293777550647878,-0.15313846015697286,-0.002632345778387668,-9634.430904848328
-0.008041857000792546,0.03390171012212975,-0.17278532252476247,-0.10134934970212706,-9630.541871921183
